entry_number,body_type,listed_date,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
557,Sedan,04/08/20,https://static.cargurus.com/images/forsale/2020/08/06/22/49/2016_kia_optima-pic-359330984922737114-152x114.jpeg,,Kia,5 seats,37448,Optima,"185 hp @ 6,000 RPM",13332,Generation Kia,A,6-Speed Automatic,LX,FWD,Front-Wheel Drive,2016,29
558,Coupe,02/09/20,,,Chevrolet,4 seats,80178,Camaro,"580 hp @ 6,100 RPM",32227,Generation Kia,M,6-Speed Manual,ZL1 Coupe RWD,RWD,Rear-Wheel Drive,2013,27
559,Sedan,08/09/20,https://static.cargurus.com/images/forsale/2020/09/07/20/19/2013_acura_tsx-pic-3392774422002676930-152x114.jpeg,,Acura,5 seats,77887,TSX,"201 hp @ 7,000 RPM",11350,Magic Auto Sales,A,5-Speed Automatic,Sedan FWD,FWD,Front-Wheel Drive,2013,47
560,SUV / Crossover,05/03/20,https://static.cargurus.com/images/forsale/2020/04/20/17/31/2020_jeep_compass-pic-5984707550184854795-152x114.jpeg,,Jeep,5 seats,14,Compass,"180 hp @ 6,400 RPM",24612,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,52
561,SUV / Crossover,25/07/20,https://static.cargurus.com/images/forsale/2020/08/25/08/25/2010_subaru_forester-pic-1703213820542806239-152x114.jpeg,,Subaru,5 seats,115536,Forester,"170 hp @ 6,000 RPM",6999,Magic Auto Sales,A,4-Speed Automatic,2.5 X Premium,AWD,All-Wheel Drive,2010,35
562,Wagon,13/08/20,https://static.cargurus.com/images/forsale/2020/08/12/21/36/2013_kia_soul-pic-5544644554758198045-152x114.jpeg,,Kia,5 seats,121869,Soul,,4450,Magic Auto Sales,M,6-Speed Manual,Base,FWD,Front-Wheel Drive,2013,41
563,SUV / Crossover,06/03/20,https://static.cargurus.com/images/forsale/2020/06/24/09/46/2012_jeep_grand_cherokee-pic-2749519786638481040-152x114.jpeg,,Jeep,5 seats,90810,Grand Cherokee,"290 hp @ 6,400 RPM",10499,Magic Auto Sales,A,5-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2012,63
564,SUV / Crossover,25/07/20,https://static.cargurus.com/images/forsale/2020/07/24/20/13/2012_subaru_forester-pic-6891357068973874120-152x114.jpeg,,Subaru,5 seats,133298,Forester,"170 hp @ 5,800 RPM",4499,Magic Auto Sales,A,4-Speed Automatic,2.5X,AWD,All-Wheel Drive,2012,42
565,Sedan,02/07/20,https://static.cargurus.com/images/forsale/2020/07/02/08/33/2015_volkswagen_jetta-pic-2482354552581704161-152x114.jpeg,,Volkswagen,5 seats,117572,Jetta,"170 hp @ 6,200 RPM",5999,Magic Auto Sales,A,6-Speed Automatic,SE,FWD,Front-Wheel Drive,2015,55
566,SUV / Crossover,14/02/20,https://static.cargurus.com/images/forsale/2020/05/06/17/57/2020_jeep_compass-pic-6701415909884054303-152x114.jpeg,,Jeep,5 seats,16,Compass,"180 hp @ 6,400 RPM",24149,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,33
567,Hatchback,20/08/20,https://static.cargurus.com/images/forsale/2020/08/26/23/58/2015_ford_focus-pic-2405005365608156368-152x114.jpeg,,Ford,5 seats,35028,Focus,"123 hp @ 6,350 RPM",10842,Generation Kia,,,SE Hatchback,FWD,Front-Wheel Drive,2015,21
568,Sedan,08/08/20,https://static.cargurus.com/images/forsale/2020/08/22/22/32/2015_kia_optima-pic-9145129902713677351-152x114.jpeg,,Kia,5 seats,48868,Optima,"192 hp @ 6,300 RPM",11885,Generation Kia,A,6-Speed Automatic,LX,FWD,Front-Wheel Drive,2015,35
569,SUV / Crossover,08/08/20,https://static.cargurus.com/images/forsale/2020/08/26/23/10/2018_chevrolet_trax-pic-3743318247780024172-152x114.jpeg,,Chevrolet,5 seats,37177,Trax,"138 hp @ 4,900 RPM",14281,Generation Kia,A,6-Speed Automatic,LT FWD,FWD,Front-Wheel Drive,2018,30
570,Minivan,21/07/20,https://static.cargurus.com/images/forsale/2020/07/21/08/13/2012_chrysler_town___country-pic-8081290899104851735-152x114.jpeg,,Chrysler,7 seats,177088,Town & Country,"283 hp @ 6,400 RPM",4150,Magic Auto Sales,A,6-Speed Automatic,Limited FWD,FWD,Front-Wheel Drive,2012,27
571,SUV / Crossover,26/08/20,,,Cadillac,5 seats,2687,XT5,"310 hp @ 6,700 RPM",49829,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premium Luxury FWD,FWD,Front-Wheel Drive,2020,46
572,Sedan,08/08/20,https://static.cargurus.com/images/forsale/2020/08/26/23/10/2019_volkswagen_arteon-pic-586939158588001195-152x114.jpeg,,Volkswagen,5 seats,1385,Arteon,"268 hp @ 5,500 RPM",36894,Generation Kia,A,8-Speed Automatic,2.0T SEL 4Motion AWD with R-Line,AWD,All-Wheel Drive,2019,64
573,Sedan,17/07/20,https://static.cargurus.com/images/forsale/2020/08/06/20/41/2011_volvo_s80-pic-4553792383527498957-152x114.jpeg,,Volvo,5 seats,76381,S80,"230 hp @ 6,400 RPM",6499,Magic Auto Sales,A,6-Speed Automatic,3.2,FWD,Front-Wheel Drive,2011,77
574,SUV / Crossover,06/09/20,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2008_subaru_forester-pic-5488120205358799647-152x114.jpeg,,Subaru,5 seats,197667,Forester,"170 hp @ 6,000 RPM",2999,Magic Auto Sales,A,4-Speed Automatic,Sports 2.5X,AWD,All-Wheel Drive,2008,33
575,SUV / Crossover,20/05/20,https://static.cargurus.com/images/forsale/2020/08/05/20/34/2014_subaru_xv_crosstrek-pic-7270620936423231472-152x114.jpeg,,Subaru,5 seats,129692,XV Crosstrek,,8499,Magic Auto Sales,M,5-Speed Manual,Premium AWD,AWD,All-Wheel Drive,2014,35
576,SUV / Crossover,31/07/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2017_jeep_cherokee-pic-1722177435373435218-152x114.jpeg,,Jeep,5 seats,36093,Cherokee,"271 hp @ 6,500 RPM",19833,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2017,65
577,Minivan,15/02/20,https://static.cargurus.com/images/forsale/2020/07/04/08/18/2010_chrysler_town___country-pic-6171657282676429590-152x114.jpeg,,Chrysler,7 seats,105696,Town & Country,"251 hp @ 6,000 RPM",4350,Magic Auto Sales,A,6-Speed Automatic,Touring FWD,FWD,Front-Wheel Drive,2010,47
578,Sedan,22/07/20,https://static.cargurus.com/images/forsale/2020/07/22/08/20/2009_toyota_camry-pic-2722137775132858167-152x114.jpeg,,Toyota,5 seats,196555,Camry,"158 hp @ 6,000 RPM",3850,Magic Auto Sales,A,5-Speed Automatic,LE,FWD,Front-Wheel Drive,2009,38
579,SUV / Crossover,19/08/20,,,Kia,7 seats,28742,Sorento,"185 hp @ 6,000 RPM",20122,Generation Kia,A,6-Speed Automatic,LX AWD,AWD,All-Wheel Drive,2018,18
580,Sedan,10/07/20,https://static.cargurus.com/images/forsale/2020/08/05/22/54/2019_kia_forte-pic-2392954555177864621-152x114.jpeg,,Kia,5 seats,53163,Forte,"147 hp @ 6,200 RPM",13441,Generation Kia,A,Automatic,FE FWD,FWD,Front-Wheel Drive,2019,53
581,SUV / Crossover,04/08/20,https://static.cargurus.com/images/forsale/2020/08/19/20/34/2019_chevrolet_equinox-pic-280317029466953347-152x114.jpeg,,Chevrolet,5 seats,34586,Equinox,,18949,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T LT FWD,FWD,Front-Wheel Drive,2019,23
582,Sedan,06/08/20,https://static.cargurus.com/images/forsale/2020/08/12/04/51/2017_volkswagen_jetta-pic-4990578599346378783-152x114.jpeg,,Volkswagen,5 seats,14112,Jetta,"150 hp @ 5,000 RPM",14160,Generation Kia,A,6-Speed Automatic,1.4T S FWD,FWD,Front-Wheel Drive,2017,41
583,SUV / Crossover,28/05/20,https://static.cargurus.com/images/forsale/2020/07/25/08/16/2013_toyota_highlander_hybrid-pic-8059133981692398390-152x114.jpeg,,Toyota,7 seats,109851,Highlander Hybrid,"280 hp @ 5,800 RPM",14999,Magic Auto Sales,CVT,Continuously Variable Transmission,Base,AWD,All-Wheel Drive,2013,22
584,SUV / Crossover,25/07/20,https://static.cargurus.com/images/forsale/2020/08/11/20/19/2013_subaru_xv_crosstrek-pic-6834181540484730404-152x114.jpeg,,Subaru,5 seats,133877,XV Crosstrek,,7999,Magic Auto Sales,CVT,Continuously Variable Transmission,Premium AWD,AWD,All-Wheel Drive,2013,72
585,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2008_chevrolet_tahoe-pic-7832506405579281361-152x114.jpeg,,Chevrolet,9 seats,110934,Tahoe,"315 hp @ 5,200 RPM",12359,Atlantic Chevrolet Cadillac,A,4-Speed Automatic Overdrive,LS 4WD,4WD,Four-Wheel Drive,2008,66
586,Sedan,07/08/20,https://static.cargurus.com/images/forsale/2020/08/20/08/45/2015_kia_optima-pic-186331082324419016-152x114.jpeg,,Kia,5 seats,92863,Optima,"192 hp @ 6,300 RPM",9999,Magic Auto Sales,A,6-Speed Automatic,EX,FWD,Front-Wheel Drive,2015,57
587,Sedan,13/08/20,,,Lincoln,5 seats,3505,MKZ,,29868,Generation Kia,A,6-Speed Automatic,Reserve AWD,AWD,All-Wheel Drive,2017,18
588,SUV / Crossover,06/09/20,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2010_ford_edge-pic-1534764118008080737-152x114.jpeg,,Ford,5 seats,177937,Edge,"265 hp @ 6,250 RPM",5250,Magic Auto Sales,A,6-Speed Automatic,Limited AWD,AWD,All-Wheel Drive,2010,65
589,Pickup Truck,27/08/20,https://static.cargurus.com/images/forsale/2020/09/01/00/12/2017_gmc_sierra_1500-pic-2404811350872969095-152x114.jpeg,,GMC,5 seats,26382,Sierra 1500,"355 hp @ 5,600 RPM",47924,Atlantic Chevrolet Cadillac,A,8-Speed Automatic Overdrive,Denali Crew Cab 4WD,4WD,Four-Wheel Drive,2017,20
590,SUV / Crossover,22/07/20,https://static.cargurus.com/images/forsale/2020/07/21/20/16/2010_ford_explorer-pic-6177711006920215811-152x114.jpeg,,Ford,7 seats,126159,Explorer,"292 hp @ 5,700 RPM",4850,Magic Auto Sales,A,6-Speed Automatic,XLT 4WD,4WD,Four-Wheel Drive,2010,76
591,SUV / Crossover,31/08/20,https://static.cargurus.com/images/forsale/2020/09/04/00/16/2010_chevrolet_tahoe-pic-4998643988236655303-152x114.jpeg,,Chevrolet,8 seats,148801,Tahoe,"320 hp @ 5,400 RPM",15993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,LTZ 4WD,4WD,Four-Wheel Drive,2010,45
592,SUV / Crossover,17/07/20,https://static.cargurus.com/images/forsale/2020/07/16/20/40/2007_volvo_xc70-pic-3273083806888073490-152x114.jpeg,,Volvo,7 seats,130886,XC70,"208 hp @ 5,000 RPM",3750,Magic Auto Sales,A,5-Speed Automatic,2.5T AWD,AWD,All-Wheel Drive,2007,60
593,SUV / Crossover,28/08/20,,,Ford,5 seats,69232,Escape,"240 hp @ 6,550 RPM",7524,Generation Kia,A,6-Speed Automatic,XLT V6 AWD,AWD,All-Wheel Drive,2009,43
594,SUV / Crossover,06/10/19,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_compass-pic-8767720988140393836-152x114.jpeg,,Jeep,5 seats,13,Compass,"180 hp @ 6,400 RPM",24779,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,67
595,SUV / Crossover,10/03/20,https://static.cargurus.com/images/forsale/2020/05/12/17/37/2020_jeep_compass-pic-5767593152038889531-152x114.jpeg,,Jeep,5 seats,19,Compass,"180 hp @ 6,400 RPM",24612,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,63
596,Wagon,28/08/20,https://static.cargurus.com/images/forsale/2020/09/01/21/19/2015_volvo_v60-pic-1529955267835120684-152x114.jpeg,,Volvo,5 seats,99133,V60,"250 hp @ 5,400 RPM",11993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,T5 Premier AWD,AWD,All-Wheel Drive,2015,53
597,Sedan,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/21/42/2013_toyota_prius_v-pic-4962148582776946201-152x114.jpeg,,Toyota,,78163,Prius v,,12993,Gengras Chrysler Dodge Jeep Ram,CVT,Continuously Variable Transmission,,,,2013,29
598,Sedan,03/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2011_audi_a4-pic-2268027087898315012-152x114.jpeg,,Audi,5 seats,116317,A4,"211 hp @ 4,300 RPM",7499,Magic Auto Sales,A,8-Speed Automatic,2.0T quattro Premium Sedan AWD,AWD,All-Wheel Drive,2011,74
599,Hatchback,20/04/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_rio5-pic-7814684695682164828-152x114.jpeg,,Kia,5 seats,10,Rio5,"120 hp @ 6,300 RPM",16890,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2020,23
600,Pickup Truck,04/09/20,https://static.cargurus.com/images/forsale/2014/08/22/04/25/2007_chevrolet_silverado_1500-pic-187294072045487818-152x114.jpeg,,Chevrolet,6 seats,94748,Silverado 1500,"367 hp @ 5,500 RPM",14993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1LT Crew Cab 4WD,4WD,Four-Wheel Drive,2007,40
601,Sedan,18/08/20,https://static.cargurus.com/images/forsale/2020/08/17/20/18/2014_chevrolet_cruze-pic-8479576669415350861-152x114.jpeg,,Chevrolet,5 seats,101941,Cruze,"138 hp @ 6,300 RPM",5499,Magic Auto Sales,A,6-Speed Automatic,LS Sedan FWD,FWD,Front-Wheel Drive,2014,46
602,SUV / Crossover,22/07/20,,,Kia,--,16831,Sportage,,22504,Generation Kia,A,6-Speed Automatic,SX Turbo AWD,AWD,All-Wheel Drive,2017,47
603,SUV / Crossover,26/08/20,https://static.cargurus.com/images/forsale/2020/08/27/00/15/2019_ford_explorer-pic-7877295671879770141-152x114.jpeg,,Ford,7 seats,50864,Explorer,"365 hp @ 5,500 RPM",32382,Generation Kia,A,6-Speed Automatic,Sport AWD,AWD,All-Wheel Drive,2019,21
604,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2013_gmc_terrain-pic-1832083467576449961-152x114.jpeg,,GMC,5 seats,58196,Terrain,"301 hp @ 6,500 RPM",12959,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,SLE2 AWD,AWD,All-Wheel Drive,2013,59
605,SUV / Crossover,02/09/20,https://static.cargurus.com/images/forsale/2020/08/17/21/24/2021_jeep_compass-pic-7988378314667119059-152x114.jpeg,,Jeep,5 seats,0,Compass,"180 hp @ 6,400 RPM",26111,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2021,42
606,Hatchback,17/07/20,https://static.cargurus.com/images/forsale/2020/07/24/20/13/2018_mitsubishi_mirage-pic-7834626548224145560-152x114.jpeg,,Mitsubishi,5 seats,17485,Mirage,"78 hp @ 6,000 RPM",7499,Magic Auto Sales,CVT,Continuously Variable Transmission,ES,FWD,Front-Wheel Drive,2018,36
607,SUV / Crossover,05/08/20,https://static.cargurus.com/images/forsale/2020/08/04/20/34/2009_ford_edge-pic-7953674890937907042-152x114.jpeg,,Ford,5 seats,159477,Edge,"265 hp @ 6,250 RPM",4999,Magic Auto Sales,A,6-Speed Automatic,Limited AWD,AWD,All-Wheel Drive,2009,72
608,SUV / Crossover,05/09/20,https://static.cargurus.com/images/forsale/2020/09/05/23/16/2019_kia_sorento-pic-5601162659263845511-152x114.jpeg,,Kia,7 seats,12263,Sorento,"290 hp @ 6,400 RPM",28036,Generation Kia,A,8-Speed Automatic,EX V6 AWD,AWD,All-Wheel Drive,2019,51
609,Hatchback,21/07/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2017_toyota_prius_prime-pic-2531046780078961090-152x114.jpeg,,Toyota,4 seats,24092,Prius Prime,,21993,Gengras Chrysler Dodge Jeep Ram,CVT,Continuously Variable Transmission,Advanced,FWD,Front-Wheel Drive,2017,20
610,Minivan,12/08/20,https://static.cargurus.com/images/forsale/2020/08/22/22/32/2017_kia_sedona-pic-5216637043948724606-152x114.jpeg,,Kia,8 seats,45799,Sedona,"276 hp @ 6,000 RPM",17833,Generation Kia,A,6-Speed Automatic,LX,FWD,Front-Wheel Drive,2017,73
611,SUV / Crossover,17/07/20,https://static.cargurus.com/images/forsale/2020/07/27/20/10/2011_dodge_nitro-pic-6743235519428473346-152x114.jpeg,,Dodge,5 seats,104110,Nitro,"260 hp @ 6,000 RPM",7999,Magic Auto Sales,A,5-Speed Automatic,Shock 4WD,4WD,Four-Wheel Drive,2011,44
612,Hatchback,22/07/20,https://static.cargurus.com/images/forsale/2020/08/17/20/18/2017_chevrolet_cruze-pic-228776836709053963-152x114.jpeg,,Chevrolet,5 seats,113058,Cruze,"153 hp @ 5,600 RPM",8999,Magic Auto Sales,A,6-Speed Automatic,LT Hatchback FWD,FWD,Front-Wheel Drive,2017,76
613,SUV / Crossover,16/08/20,https://static.cargurus.com/images/forsale/2020/08/17/21/24/2021_jeep_compass-pic-7988378314667119059-152x114.jpeg,,Jeep,5 seats,0,Compass,"180 hp @ 6,400 RPM",26329,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2021,60
614,Hatchback,19/07/20,https://static.cargurus.com/images/forsale/2020/07/18/20/12/2017_toyota_yaris-pic-3414620496498166894-152x114.jpeg,,Toyota,5 seats,117397,Yaris,"106 hp @ 6,000 RPM",6499,Magic Auto Sales,A,4-Speed Automatic,LE,FWD,Front-Wheel Drive,2017,53
615,Sedan,15/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2015_chevrolet_cruze-pic-1652017826646081689-152x114.jpeg,,Chevrolet,5 seats,69132,Cruze,"138 hp @ 6,300 RPM",9433,Gengras Chrysler Dodge Jeep Ram,M,Manual,LS Sedan FWD,FWD,Front-Wheel Drive,2015,38
616,SUV / Crossover,16/04/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_soul-pic-5364399961902231533-152x114.jpeg,,Kia,5 seats,10,Soul,"147 hp @ 6,200 RPM",17590,Generation Kia,A,Automatic,LX FWD,FWD,Front-Wheel Drive,2020,55
617,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2018_jeep_compass-pic-3766778044547028166-152x114.jpeg,,Jeep,5 seats,19626,Compass,"180 hp @ 6,400 RPM",24773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2018,19
618,Sedan,31/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_forte-pic-8057972214301256919-152x114.jpeg,,Kia,5 seats,2,Forte,"147 hp @ 6,200 RPM",18890,Generation Kia,A,Automatic,LXS FWD,FWD,Front-Wheel Drive,2020,58
619,Hatchback,08/09/20,https://static.cargurus.com/images/forsale/2020/09/08/08/24/2012_ford_focus-pic-4922605684371469666-152x114.jpeg,,Ford,5 seats,142715,Focus,160 hp @ 650 RPM,4499,Magic Auto Sales,A,6-Speed Automatic,SEL Hatchback,FWD,Front-Wheel Drive,2012,58
620,Pickup Truck,31/08/20,https://static.cargurus.com/images/forsale/2020/09/02/21/18/2018_ram_2500-pic-4512342177579487029-152x114.jpeg,,RAM,6 seats,4784,2500,"350 hp @ 2,800 RPM",48883,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Laramie Mega Cab 4WD,4WD,Four-Wheel Drive,2018,72
621,Sedan,03/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2007_buick_lucerne-pic-924064149168786397-152x114.jpeg,,Buick,6 seats,58468,Lucerne,"197 hp @ 5,200 RPM",5499,Magic Auto Sales,A,4-Speed Automatic,V6 CXL FWD,FWD,Front-Wheel Drive,2007,52
622,Sedan,27/08/20,,,Kia,5 seats,63262,Optima,"185 hp @ 6,000 RPM",16044,Generation Kia,A,6-Speed Automatic,EX,FWD,Front-Wheel Drive,2017,75
623,SUV / Crossover,01/08/20,https://cdn.inventoryrsc.com/104061972_5f58464736526670b40155bc.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,,Chevrolet,8 seats,10945,Suburban,"355 hp @ 5,600 RPM",51259,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1500 LT 4WD,4WD,Four-Wheel Drive,2020,67
624,Wagon,01/08/20,https://static.cargurus.com/images/forsale/2020/07/31/20/17/2010_subaru_outback-pic-9219693582002421040-152x114.jpeg,,Subaru,5 seats,153863,Outback,"170 hp @ 5,600 RPM",5250,Magic Auto Sales,CVT,Continuously Variable Transmission,2.5i Premium,AWD,All-Wheel Drive,2010,45
625,SUV / Crossover,20/08/20,,,Nissan,5 seats,97939,Murano,"260 hp @ 6,000 RPM",9545,Generation Kia,CVT,Continuously Variable Transmission,SV AWD,AWD,All-Wheel Drive,2011,42
626,Pickup Truck,11/07/20,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2017_chevrolet_silverado_1500-pic-460420488661473326-152x114.jpeg,,Chevrolet,6 seats,34904,Silverado 1500,"355 hp @ 5,600 RPM",33439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2017,21
627,Hatchback,19/08/20,https://static.cargurus.com/images/forsale/2020/09/01/20/20/2008_mazda_mazda3-pic-8030886092506368776-152x114.jpeg,,Mazda,5 seats,61544,MAZDA3,"151 hp @ 6,500 RPM",5250,Magic Auto Sales,A,5-Speed Automatic,s Touring Hatchback,FWD,Front-Wheel Drive,2008,67
628,SUV / Crossover,07/09/20,https://static.cargurus.com/images/forsale/2020/09/07/23/27/2012_cadillac_escalade_esv-pic-7639012686581509763-152x114.jpeg,,Cadillac,8 seats,108493,Escalade ESV,"403 hp @ 5,700 RPM",21269,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Luxury 4WD,AWD,All-Wheel Drive,2012,62
629,Pickup Truck,25/08/20,https://static.cargurus.com/images/forsale/2020/08/27/00/28/2017_chevrolet_colorado-pic-3553667774907893802-152x114.jpeg,,Chevrolet,5 seats,65810,Colorado,"181 hp @ 3,400 RPM",28442,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Z71 Crew Cab 4WD,4WD,Four-Wheel Drive,2017,63
630,SUV / Crossover,20/08/20,https://static.cargurus.com/images/forsale/2020/08/17/21/24/2021_jeep_compass-pic-7988378314667119059-152x114.jpeg,,Jeep,5 seats,0,Compass,"180 hp @ 6,400 RPM",26329,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2021,22
631,Sedan,05/09/20,https://static.cargurus.com/images/forsale/2020/09/05/09/07/2008_toyota_camry-pic-5456634586135298304-152x114.jpeg,,Toyota,5 seats,95188,Camry,"158 hp @ 6,000 RPM",5850,Magic Auto Sales,A,5-Speed Automatic,LE,FWD,Front-Wheel Drive,2008,75
632,Sedan,02/09/20,https://static.cargurus.com/images/forsale/2020/09/02/08/21/2011_ford_focus-pic-7752719798800217541-152x114.jpeg,,Ford,5 seats,94274,Focus,"140 hp @ 6,000 RPM",4499,Magic Auto Sales,A,4-Speed Automatic,SE,FWD,Front-Wheel Drive,2011,30
633,Sedan,29/07/20,https://static.cargurus.com/images/forsale/2020/08/23/08/20/2014_volkswagen_jetta-pic-2649630887147428962-152x114.jpeg,,Volkswagen,5 seats,89093,Jetta,"170 hp @ 6,200 RPM",5999,Magic Auto Sales,A,6-Speed Automatic,SE,FWD,Front-Wheel Drive,2014,55
634,SUV / Crossover,15/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2015_jeep_cherokee-pic-1416732502889020435-152x114.jpeg,,Jeep,5 seats,122152,Cherokee,"271 hp @ 6,500 RPM",12933,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2015,47
635,SUV / Crossover,28/08/20,https://static.cargurus.com/images/forsale/2020/08/14/13/06/2020_jeep_cherokee-pic-3594043139085270056-152x114.jpeg,,Jeep,5 seats,0,Cherokee,"271 hp @ 6,500 RPM",25702,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2020,36
636,SUV / Crossover,09/07/20,https://static.cargurus.com/images/forsale/2020/07/30/22/56/2019_kia_sorento-pic-8034038340793160723-152x114.jpeg,,Kia,7 seats,4168,Sorento,"185 hp @ 6,000 RPM",22441,Generation Kia,A,6-Speed Automatic,LX AWD,AWD,All-Wheel Drive,2019,58
637,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2019/10/21/17/16/2018_subaru_crosstrek-pic-2669972374826635002-152x114.jpeg,,Subaru,5 seats,26295,Crosstrek,"152 hp @ 6,000 RPM",22993,Gengras Chrysler Dodge Jeep Ram,CVT,Continuously Variable Transmission,Premium,AWD,All-Wheel Drive,2018,73
638,Sedan,04/09/20,https://content.homenetiol.com/2000096/2063606/640x480/f1755c07363e4583a60690fe7e0aafe3.jpg,,Ford,5 seats,116476,Taurus,"240 hp @ 5,500 RPM",9773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,SEL,FWD,Front-Wheel Drive,2014,65
